image_id,image_category,neckline_left,neckline_right,center_front,shoulder_left,shoulder_right,armpit_left,armpit_right,waistline_left,waistline_right,cuff_left_in,cuff_left_out,cuff_right_in,cuff_right_out,top_hem_left,top_hem_right,waistband_left,waistband_right,hemline_left,hemline_right,crotch,bottom_left_in,bottom_left_out,bottom_right_in,bottom_right_out,category
train1/blouse/5a7b9069ca0771a6fc7eed4d72326cc0.jpg,blouse,221_89_1,283_87_1,252_133_1,166_126_1,341_125_1,164_204_1,341_195_1,-1_-1_-1,-1_-1_-1,140_417_1,102_413_1,376_419_1,410_408_1,158_439_1,347_449_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/79646d05e9c5d50b639254c837777803.jpg,blouse,200_71_1,312_81_1,246_134_1,138_100_1,362_116_1,146_183_0,345_204_1,-1_-1_-1,-1_-1_-1,115_407_1,89_392_1,318_435_1,364_456_1,143_433_1,311_449_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/265ee5962649afb2e4b164c7fa696318.jpg,blouse,190_138_1,250_125_1,226_149_1,133_163_1,308_133_1,153_236_0,294_225_1,-1_-1_-1,-1_-1_-1,154_376_0,114_384_0,299_352_1,332_360_1,110_375_1,299_393_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/0f426b33a7791ec2aa52d61bc104fafb.jpg,blouse,196_20_1,310_19_1,257_97_1,92_91_1,409_91_1,113_236_1,389_232_1,-1_-1_-1,-1_-1_-1,111_298_1,22_246_1,390_295_1,491_250_1,112_484_1,383_489_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/a5418702444c67a486c5a5048a272bc3.jpg,blouse,156_145_1,188_146_0,173_169_1,140_151_1,205_154_1,148_183_0,199_179_0,-1_-1_-1,-1_-1_-1,164_227_1,149_234_1,191_179_1,204_176_1,145_215_0,203_239_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/843566790d6c5d5d44ecc1bb4554f2ba.jpg,blouse,109_9_0,176_3_0,143_31_1,82_22_1,203_9_1,98_72_1,195_65_1,-1_-1_-1,-1_-1_-1,103_110_0,76_100_1,199_101_1,227_86_0,99_133_1,204_125_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/2808358d9be0b78e671ca0d2001b2124.jpg,blouse,246_112_0,274_113_0,260_116_1,219_125_1,299_137_1,217_167_1,290_177_1,-1_-1_-1,-1_-1_-1,132_253_1,124_239_1,347_284_1,357_275_1,222_223_1,277_225_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/a2db790f8342fa705655aaa9284fa8d5.jpg,blouse,187_94_1,312_95_1,249_135_1,135_114_1,365_124_1,134_278_1,371_276_1,-1_-1_-1,-1_-1_-1,117_510_1,172_501_1,413_498_1,358_499_1,128_368_1,391_368_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/fc868d7d7aabdac45fdebff456454208.jpg,blouse,81_114_1,310_122_1,194_120_1,-1_-1_-1,-1_-1_-1,112_236_1,273_237_1,-1_-1_-1,-1_-1_-1,100_334_1,60_334_1,290_342_1,329_340_1,117_332_1,266_332_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/ca93b78b283a45685982e04fe4c240eb.jpg,blouse,116_60_1,242_15_1,212_135_1,74_104_1,308_27_1,110_181_0,327_107_0,-1_-1_-1,-1_-1_-1,197_463_1,147_497_1,434_399_1,482_373_1,203_458_1,416_385_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/e358a1f2785565fb819e6aad11f1a7a5.jpg,blouse,213_128_0,279_119_0,248_125_1,181_143_1,327_131_1,196_220_0,351_215_1,-1_-1_-1,-1_-1_-1,228_109_1,213_93_1,318_290_1,337_309_1,180_318_1,323_318_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/6f3579d6235e313f331c491eb800b40b.jpg,blouse,270_14_1,347_38_0,291_77_1,247_19_1,366_61_0,247_57_0,345_100_0,-1_-1_-1,-1_-1_-1,243_111_1,225_129_1,306_144_1,313_168_1,222_142_0,316_154_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/a124ecd5962707c1f7ccf3dc100d9402.jpg,blouse,271_86_1,331_95_1,292_106_1,265_91_1,349_106_1,262_120_0,324_141_1,-1_-1_-1,-1_-1_-1,260_152_0,249_147_1,326_166_1,349_163_1,246_175_1,308_195_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/d879c86db3be19ebe8da3ec342d667f9.jpg,blouse,229_105_1,279_111_0,254_128_1,171_137_1,329_133_0,189_190_1,305_191_0,-1_-1_-1,-1_-1_-1,172_335_1,147_335_1,337_278_1,356_290_1,191_319_1,318_314_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/c7b0211c8a429283cf47969de7f1f3a8.jpg,blouse,188_65_1,322_62_1,256_124_1,106_102_1,410_101_1,143_240_0,371_242_0,-1_-1_-1,-1_-1_-1,130_456_1,76_453_1,394_450_1,438_456_1,173_482_1,356_482_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/4c1afba4d8b1124d116aba95c9b602fe.jpg,blouse,168_129_1,311_172_1,213_184_1,-1_-1_-1,-1_-1_-1,161_177_0,296_215_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,116_145_1,-1_-1_-1,344_206_1,179_275_1,282_295_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/5303578029e4aeda3fcafb5cfa7073a2.jpg,blouse,252_126_1,308_137_1,291_149_1,193_150_1,370_192_1,147_221_1,328_284_1,-1_-1_-1,-1_-1_-1,167_136_1,151_112_1,362_484_0,379_480_1,187_392_1,351_401_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/10664bc454fcad22c333db0856c3713b.jpg,blouse,190_68_1,265_69_1,231_101_1,126_106_1,333_110_1,155_227_1,312_213_0,-1_-1_-1,-1_-1_-1,101_443_1,75_409_1,330_447_1,371_423_1,126_435_1,323_433_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/2f0f0214d16e221fbb1d2e0aa9f35083.jpg,blouse,177_32_1,296_28_1,275_101_1,130_69_1,366_61_1,168_203_1,356_180_0,-1_-1_-1,-1_-1_-1,180_452_1,141_449_1,368_277_1,408_266_0,190_395_1,382_359_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/7f1b9c93525d65e0b9702d68e0df423b.jpg,blouse,225_134_1,297_155_1,260_164_1,150_161_1,333_186_1,172_235_1,322_228_1,-1_-1_-1,-1_-1_-1,189_391_0,171_422_0,350_473_0,379_478_1,170_384_0,337_385_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/c7399de979fc5a270db669d9ef5f424c.jpg,blouse,217_97_1,252_96_1,216_126_1,192_107_1,280_113_1,188_150_1,262_161_1,-1_-1_-1,-1_-1_-1,150_130_1,131_136_1,277_218_1,298_212_1,176_225_1,261_251_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/592267fe983a8dae9e3cb1b7c4de067e.jpg,blouse,181_167_1,308_164_1,239_202_1,-1_-1_-1,-1_-1_-1,178_232_0,303_225_0,-1_-1_-1,-1_-1_-1,179_245_1,151_253_1,304_235_0,333_249_1,176_378_1,322_364_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/857fd6641e3c961f498b6ba0278938ec.jpg,blouse,150_37_1,238_22_0,199_37_0,76_104_1,314_28_0,134_259_1,367_169_1,-1_-1_-1,-1_-1_-1,277_329_1,238_391_1,304_44_1,-1_-1_-1,194_468_1,385_352_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/29f037e3dc683e9983dc24a78af7429b.jpg,blouse,231_112_1,286_111_1,269_125_1,209_121_1,315_119_1,219_174_1,310_170_1,-1_-1_-1,-1_-1_-1,231_214_1,198_268_1,313_250_1,332_248_1,201_276_1,318_261_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/f7b71a91a4c9921e20fb3d3bb8530ba2.jpg,blouse,244_154_0,289_144_0,261_165_1,197_194_1,340_178_1,206_253_0,328_239_1,-1_-1_-1,-1_-1_-1,217_284_0,209_283_1,351_287_1,384_270_1,217_372_1,336_379_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/9225ee0e707fe3980f249b1e6e092918.jpg,blouse,217_53_0,306_47_1,259_71_1,166_75_1,361_68_1,182_154_1,340_160_1,-1_-1_-1,-1_-1_-1,183_304_1,164_334_1,267_302_1,282_327_1,166_207_1,319_262_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/d9a8aa1bf97498d2b7bc255c369ba7ed.jpg,blouse,85_211_1,206_179_0,167_203_1,-1_-1_-1,225_185_1,118_261_0,216_244_0,-1_-1_-1,-1_-1_-1,133_336_1,98_357_1,191_346_1,216_360_1,100_324_0,209_316_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/a94dff4c02d7935bc3da7da5aabd0d6b.jpg,blouse,234_132_0,293_134_0,266_138_1,195_143_1,339_148_1,210_194_0,328_199_0,-1_-1_-1,-1_-1_-1,248_164_1,215_130_1,359_325_1,381_290_1,209_274_1,317_282_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/ddba923645dfe5674c415c67e0f2aa72.jpg,blouse,238_124_1,294_123_0,267_138_1,195_145_0,326_146_0,200_203_1,330_212_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,203_265_1,329_261_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/5bef032d9acfcf981b47a6ead0f746a9.jpg,blouse,116_126_0,168_138_1,143_133_1,66_149_1,221_180_1,95_207_0,214_236_0,-1_-1_-1,-1_-1_-1,137_400_1,106_415_1,242_444_1,269_449_1,62_432_1,229_422_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/2fd793e90902b6a4aae4295fb5edb68b.jpg,blouse,242_133_1,302_119_1,283_159_1,186_163_1,360_136_1,193_260_1,366_212_0,-1_-1_-1,-1_-1_-1,182_259_1,155_188_1,369_212_1,391_162_1,203_361_1,357_366_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/216724d0b9c47c8ff0dbcb6f58a5eb10.jpg,blouse,215_162_1,296_155_1,261_200_1,181_178_1,332_168_1,201_230_0,321_227_1,-1_-1_-1,-1_-1_-1,201_336_1,181_342_1,329_351_0,349_348_1,203_344_1,332_358_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/d2e6af8e2b26986244e2e2685ee8518c.jpg,blouse,152_39_1,191_32_1,176_39_1,122_52_1,231_39_1,133_113_0,233_103_0,-1_-1_-1,-1_-1_-1,151_232_1,99_250_1,218_180_1,252_209_1,132_155_0,224_182_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/8d1722aa90078a6c9c287ac8f5e35368.jpg,blouse,213_151_0,295_142_1,253_179_1,179_167_1,324_149_1,196_249_1,314_236_1,-1_-1_-1,-1_-1_-1,198_276_1,149_253_1,314_263_1,363_232_1,178_389_1,329_374_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/4a7667f776a78e82184199a2e6e2b981.jpg,blouse,244_150_1,294_150_0,271_174_1,192_173_1,347_174_1,213_232_0,320_229_0,-1_-1_-1,-1_-1_-1,232_346_1,185_348_1,309_342_1,360_353_1,222_300_0,320_292_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/b10276b241e3f6d0518f44f293d4b7e1.jpg,blouse,198_9_0,273_7_0,228_39_1,125_53_0,345_43_0,128_147_0,333_167_0,-1_-1_-1,-1_-1_-1,148_25_1,-1_-1_-1,309_333_1,357_368_1,139_385_1,330_400_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/b9ac185b625724c826bae63285eb913d.jpg,blouse,201_199_1,231_209_0,212_215_1,147_198_1,271_244_1,137_244_0,249_280_0,-1_-1_-1,-1_-1_-1,119_395_1,62_395_1,155_400_1,193_438_1,120_309_1,214_342_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/102860d1506e761cd5483e4406e827be.jpg,blouse,164_75_1,294_55_0,234_111_1,118_102_1,338_68_1,146_176_0,315_133_0,-1_-1_-1,-1_-1_-1,197_383_1,156_405_1,273_64_1,323_55_1,172_397_0,379_413_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/905c7b767aa8ed4a916eb7fccb9d6e24.jpg,blouse,304_183_0,353_223_0,287_234_1,268_176_1,365_245_0,237_230_0,321_294_1,-1_-1_-1,-1_-1_-1,136_302_1,134_285_1,298_321_1,303_347_1,168_328_1,251_409_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/d14e6a14221d57f14853cf83d673a2a6.jpg,blouse,191_127_1,267_107_1,242_148_1,127_198_1,372_137_1,176_292_1,372_242_1,-1_-1_-1,-1_-1_-1,140_304_1,96_266_1,408_236_1,426_180_1,253_494_1,400_457_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/932723209a988204bb50ada553f2a5e2.jpg,blouse,187_63_1,318_60_1,254_121_1,123_103_1,393_105_1,139_207_0,375_210_0,-1_-1_-1,-1_-1_-1,74_506_1,35_493_1,434_505_1,471_496_1,134_489_1,376_489_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/0af9c36aae24b497597039b9290c3dd5.jpg,blouse,257_108_1,289_113_1,261_131_1,225_124_1,321_131_1,221_167_0,326_194_1,-1_-1_-1,-1_-1_-1,193_257_1,176_258_1,375_103_1,395_103_1,208_264_1,292_280_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/720fed8b9a6230dbb3c17e11330910ce.jpg,blouse,150_44_1,298_42_1,226_134_1,122_53_1,324_49_1,133_178_1,317_173_1,-1_-1_-1,-1_-1_-1,116_378_1,68_379_1,345_380_1,396_380_1,139_322_1,313_323_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/302d638d380bf0ad6739251bb4bf86ea.jpg,blouse,227_67_1,285_66_1,258_92_1,158_108_1,354_107_1,180_184_1,337_199_1,-1_-1_-1,-1_-1_-1,156_485_1,115_484_1,365_484_1,403_481_1,183_428_1,333_422_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/5ef103e553afb56119ab82b18c61ccff.jpg,blouse,184_122_1,325_123_1,253_169_1,139_145_1,375_153_1,149_217_1,361_228_1,-1_-1_-1,-1_-1_-1,146_312_1,81_251_1,364_317_1,440_260_1,144_431_1,364_437_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/d4406c246e09b24c3abf12def3506aad.jpg,blouse,152_123_0,216_132_0,194_135_1,114_140_1,240_153_0,124_202_0,259_213_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,85_152_1,-1_-1_-1,-1_-1_-1,110_369_0,279_353_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/1f5371aa120d584301d957b98ac4ebac.jpg,blouse,172_158_1,227_159_1,198_171_1,106_187_1,287_186_1,132_273_1,259_284_0,-1_-1_-1,-1_-1_-1,95_460_1,72_453_1,292_454_1,314_449_1,117_456_1,271_454_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/7d6f2a1708d92f6e25f4ba04af7110b4.jpg,blouse,219_118_1,317_130_0,267_149_1,173_134_1,348_145_0,197_218_0,329_229_0,-1_-1_-1,-1_-1_-1,197_396_1,161_400_1,407_209_1,427_237_1,197_291_1,321_303_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/c64eef114812a491428e68c64163c1ba.jpg,blouse,221_134_1,274_140_1,244_190_1,184_148_1,310_168_1,187_210_0,299_216_0,-1_-1_-1,-1_-1_-1,183_256_0,150_243_1,292_271_0,318_261_1,167_327_1,295_344_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/0226fa10b73965a54f68060d57ccbb1d.jpg,blouse,227_137_1,309_137_1,271_151_1,191_152_1,349_151_1,215_209_1,354_221_1,-1_-1_-1,-1_-1_-1,205_367_1,184_371_1,337_265_1,346_288_1,217_279_1,327_274_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/90c504db3cc9b937bbcebb4e3546eac4.jpg,blouse,208_153_1,278_153_1,220_172_1,180_155_1,303_154_1,143_254_1,303_289_1,-1_-1_-1,-1_-1_-1,150_158_1,127_148_1,355_422_1,384_412_1,129_366_1,287_414_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/8d9532cff2ec76cd5f8049deb235af70.jpg,blouse,175_58_1,315_58_1,245_77_1,133_87_1,363_89_1,136_187_1,365_183_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,142_344_1,330_357_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/3f0df19565c0402069abcab0c972ab9e.jpg,blouse,236_173_0,310_161_1,258_208_1,160_221_1,373_212_1,161_362_0,364_379_1,-1_-1_-1,-1_-1_-1,167_396_1,152_441_1,354_408_1,393_457_1,166_427_0,325_454_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/c5a1e646d258873789dbdba91e2ab2ad.jpg,blouse,226_91_0,271_83_1,245_101_1,207_108_1,284_84_1,212_149_1,275_136_0,-1_-1_-1,-1_-1_-1,220_190_1,209_207_1,278_254_1,299_252_1,222_193_0,280_185_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/0196bc0a86fd81304e2e02d888f07785.jpg,blouse,196_188_0,290_178_0,241_246_1,142_197_1,348_191_1,157_320_1,345_320_1,-1_-1_-1,-1_-1_-1,149_327_1,96_256_1,351_326_1,399_245_1,150_493_1,349_488_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/956220255fa8753272fa029fb2d121b5.jpg,blouse,282_111_0,323_107_1,295_120_1,233_131_0,383_141_1,253_187_0,354_203_0,-1_-1_-1,-1_-1_-1,236_180_1,199_180_1,311_260_1,309_291_1,254_292_1,362_312_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/9aed460778e0cc56dd42ef5ce120f5f1.jpg,blouse,234_129_1,300_128_1,267_130_1,175_160_1,348_157_1,196_219_0,329_223_1,-1_-1_-1,-1_-1_-1,184_408_0,164_409_1,339_386_1,368_392_1,182_372_1,337_364_0,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/f7e7d28b71d5755511ef2b2e3a462c8c.jpg,blouse,157_103_1,198_115_1,175_120_1,116_118_1,237_148_1,120_169_1,212_189_1,-1_-1_-1,-1_-1_-1,107_139_1,84_127_1,170_296_1,192_312_1,96_295_1,205_309_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/af603f944018aaf836ac3d449cadc25d.jpg,blouse,201_83_1,271_77_1,237_108_1,136_129_1,339_119_1,157_229_1,329_228_1,-1_-1_-1,-1_-1_-1,146_448_1,115_449_1,357_438_1,388_430_1,189_455_1,313_448_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/ab05d25558e053e8b8b78746f2a2b5cc.jpg,blouse,227_46_1,279_43_1,249_50_1,152_111_1,368_104_1,168_231_1,331_253_1,-1_-1_-1,-1_-1_-1,154_453_1,121_456_1,366_480_1,406_478_1,176_448_1,336_470_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/a6d49687320f8bced16b31262973ab78.jpg,blouse,222_137_1,318_138_1,277_166_1,165_155_1,376_160_1,192_273_1,351_267_1,-1_-1_-1,-1_-1_-1,156_456_1,126_456_1,379_466_1,405_461_1,186_393_1,349_395_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/91bc0cab0acfe77c031e52a13951c31a.jpg,blouse,170_119_1,323_119_1,245_148_1,135_133_1,360_132_1,127_234_0,354_235_0,-1_-1_-1,-1_-1_-1,125_472_1,87_468_1,363_474_1,405_472_1,148_485_1,338_488_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
train1/blouse/dbbe54847aba3fcce3cf814ccc581517.jpg,blouse,209_53_1,312_53_1,262_180_1,124_94_1,394_92_1,134_238_0,394_238_0,-1_-1_-1,-1_-1_-1,143_441_1,86_463_1,396_466_1,444_433_1,133_466_1,394_481_1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,-1_-1_-1,blouse
